row_id,order_id,order_date,ship_date,ship_mode,customer_id,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,profit
5428,US-2016-108497,06/14/2016,06/14/2016,Same Day,MH-17290,Los Angeles,California,FUR-BO-10004218,Furni,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5,0.15,35.245
5429,CA-2016-113096,09-02-2016,09-04-2016,First Class,SZ-20035,San Francisco,California,OFF-ST-10003455,OfficeSupply,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0,12.0978
5430,CA-2014-136861,09-05-2014,09-07-2014,First Class,PR-18880,Saint Petersburg,Florida,FUR-FU-10001967,Furni,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999
5431,CA-2017-117422,10/21/2017,10/25/2017,Standard Class,FC-14245,Lakewood,Ohio,OFF-AP-10000938,OfficeSupply,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568
5432,CA-2017-117422,10/21/2017,10/25/2017,Standard Class,FC-14245,Lakewood,Ohio,OFF-PA-10002195,OfficeSupply,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716
5433,CA-2017-117422,10/21/2017,10/25/2017,Standard Class,FC-14245,Lakewood,Ohio,OFF-BI-10002799,OfficeSupply,Binders,"SlimView Poly Binder, 3/8""",6.216,4,0.7,-4.9728
5434,CA-2017-129707,04/25/2017,04/29/2017,Standard Class,LH-16750,Chandler,Arizona,OFF-AR-10000246,OfficeSupply,Art,Newell 318,8.896,4,0.2,0.6672
5435,CA-2015-160171,10/19/2015,10/24/2015,Standard Class,RM-19675,Los Angeles,California,OFF-AP-10000275,OfficeSupply,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0,459.396
5436,CA-2015-160171,10/19/2015,10/24/2015,Standard Class,RM-19675,Los Angeles,California,TEC-AC-10000892,Tech,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270,3,0,97.2
5437,CA-2014-103317,07-05-2014,07-08-2014,First Class,DM-13525,Palm Coast,Florida,FUR-FU-10001591,Furni,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368
5438,CA-2014-103317,07-05-2014,07-08-2014,First Class,DM-13525,Palm Coast,Florida,OFF-BI-10001787,OfficeSupply,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.867
5439,CA-2014-103317,07-05-2014,07-08-2014,First Class,DM-13525,Palm Coast,Florida,FUR-FU-10003192,Furni,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,0.2,15.9912
5440,CA-2016-167115,04-04-2016,04-09-2016,Standard Class,EH-14185,New York City,New York,OFF-BI-10004600,OfficeSupply,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,0.2,183.995
5441,US-2017-153633,11/13/2017,11/18/2017,Second Class,TC-21295,Jupiter,Florida,OFF-AR-10002335,OfficeSupply,Art,DIXON Oriole Pencils,2.064,1,0.2,0.1548
5442,CA-2017-155929,09-09-2017,09/13/2017,Standard Class,AI-10855,Glendale,Arizona,OFF-PA-10000859,OfficeSupply,Paper,Unpadded Memo Slips,6.368,2,0.2,2.388
5443,CA-2015-148712,04/17/2015,04/23/2015,Standard Class,JM-15535,New York City,New York,TEC-AC-10003198,technologies,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0,
5444,CA-2015-148712,04/17/2015,04/23/2015,Standard Class,JM-15535,New York City,New York,OFF-BI-10001900,OfficeSupply,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249
5445,CA-2015-148712,04/17/2015,04/23/2015,Standard Class,JM-15535,New York City,New York,OFF-AR-10000614,OfficeSupply,Art,Barrel Sharpener,10.71,3,0,2.78
5446,CA-2016-128307,07/25/2016,07/29/2016,Standard Class,BE-11335,Houston,Texas,OFF-EN-10003040,OfficeSupply,Envelopes,Quality Park Security Envelopes,20.936,1,0.2,7.0659
5447,US-2016-127425,08/26/2016,08/31/2016,Standard Class,DR-12880,New York City,New York,TEC-PH-10003442,technologies,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,0,8.25
5448,US-2016-127425,08/26/2016,08/31/2016,Standard Class,DR-12880,New York City,New York,TEC-AC-10002800,Tech,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0,87.4825
5449,US-2014-119081,09-12-2014,09/19/2014,Standard Class,TA-21385,Olathe,Kansas,OFF-SU-10000157,OfficeSupply,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0,7.1586
5450,US-2014-119081,09-12-2014,09/19/2014,Standard Class,TA-21385,Olathe,Kansas,TEC-AC-10001542,Tech,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0,10.906
5451,US-2014-119081,09-12-2014,09/19/2014,Standard Class,TA-21385,Olathe,Kansas,OFF-BI-10004519,OfficeSupply,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0,149.382
5452,US-2014-119081,09-12-2014,09/19/2014,Standard Class,TA-21385,Olathe,Kansas,FUR-FU-10003464,Furni,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0,12.9792
5453,CA-2016-140613,07/22/2016,07/29/2016,Standard Class,KN-16705,Sparks,Nevada,OFF-SU-10004261,OfficeSupply,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,0,
5454,US-2017-108700,05/19/2017,05/23/2017,Standard Class,PJ-18835,Rockford,Illinois,OFF-PA-10004733,OfficeSupply,Paper,Things To Do Today Spiral Book,38.016,6,0.2,
5455,CA-2017-160962,04/28/2017,05-02-2017,Standard Class,MC-17605,Philadelphia,Pennsylvania,OFF-ST-10001325,OfficeSupply,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.2,0.7336
5456,CA-2017-160962,04/28/2017,05-02-2017,Standard Class,MC-17605,Philadelphia,Pennsylvania,OFF-AR-10003056,OfficeSupply,Art,Newell 341,6.848,2,0.2,0.7704
5457,CA-2017-130631,12/29/2017,01-02-2018,Standard Class,BS-11755,Edmonds,Washington,OFF-FA-10000089,OfficeSupply,Fasteners,Acco Glide Clips,19.6,5,0,9.604
5458,CA-2017-130631,12/29/2017,01-02-2018,Standard Class,BS-11755,Edmonds,Washington,FUR-FU-10004093,Furni,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.538
5459,CA-2017-116680,09-04-2017,09-06-2017,Second Class,PK-19075,San Francisco,California,OFF-BI-10004022,OfficeSupply,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,0.2,4.3368
5460,CA-2017-116680,09-04-2017,09-06-2017,Second Class,PK-19075,San Francisco,California,FUR-TA-10001771,Furni,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392
5461,US-2014-107405,03/21/2014,03/25/2014,Standard Class,TS-21205,Asheville,North Carolina,OFF-ST-10002301,OfficeSupply,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646
5462,CA-2017-101574,09/28/2017,10-04-2017,Standard Class,BD-11725,Los Angeles,California,FUR-FU-10001706,Furni,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
5463,CA-2014-146591,01/19/2014,01/20/2014,First Class,TS-21340,Scottsdale,Arizona,OFF-BI-10003676,OfficeSupply,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716
5464,CA-2014-146591,01/19/2014,01/20/2014,First Class,TS-21340,Scottsdale,Arizona,OFF-PA-10000659,OfficeSupply,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224
5465,CA-2014-146591,01/19/2014,01/20/2014,First Class,TS-21340,Scottsdale,Arizona,OFF-EN-10002504,OfficeSupply,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693
5466,CA-2014-146591,01/19/2014,01/20/2014,First Class,TS-21340,Scottsdale,Arizona,FUR-BO-10001972,Furni,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,,-320.597
5467,CA-2014-107706,02/14/2014,02/19/2014,Second Class,ST-20530,Houston,Texas,OFF-PA-10000466,OfficeSupply,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",16.176,3,0.2,6.066
5468,CA-2016-122448,06-09-2016,06/14/2016,Standard Class,DB-13210,San Francisco,California,FUR-CH-10002774,Furni,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,
5469,CA-2014-132451,09/26/2014,09/27/2014,First Class,KF-16285,San Diego,California,FUR-CH-10000454,Furni,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.194
5470,CA-2014-132451,09/26/2014,09/27/2014,First Class,KF-16285,San Diego,California,OFF-PA-10004888,OfficeSupply,Paper,Xerox 217,19.44,3,0,9.3312
5471,CA-2016-158547,05/30/2016,06-04-2016,Standard Class,JM-16195,Hamilton,Ohio,OFF-AP-10003842,OfficeSupply,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.2,9.294
5472,CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Parker,Colorado,FUR-FU-10000320,Furni,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.008
5473,CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Parker,Colorado,OFF-ST-10002554,OfficeSupply,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076
5474,CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Parker,Colorado,FUR-BO-10000468,Furni,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324
5475,CA-2017-121741,12/26/2017,12/26/2017,Same Day,YC-21895,Fremont,Nebraska,OFF-ST-10004459,OfficeSupply,Storage,Tennsco Single-Tier Lockers,750.68,2,0,37.534
5476,CA-2017-169691,06/15/2017,06/18/2017,First Class,Dp-13240,Maple Grove,Minnesota,OFF-LA-10002312,OfficeSupply,Labels,Avery 490,44.4,3,0,22.2
5477,CA-2017-169691,06/15/2017,06/18/2017,First Class,Dp-13240,Maple Grove,Minnesota,OFF-ST-10001291,OfficeSupply,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",0,5,0,0
5478,CA-2017-169691,06/15/2017,06/18/2017,First Class,Dp-13240,Maple Grove,Minnesota,OFF-PA-10003022,OfficeSupply,Paper,Xerox 1992,17.94,3,0,8.7906
5479,CA-2016-121356,11/20/2016,11/24/2016,Standard Class,SJ-20500,Newark,Delaware,OFF-BI-10002133,OfficeSupply,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,0,62.916
5480,CA-2014-101770,03/31/2014,04-04-2014,Standard Class,KB-16240,Miami,Florida,OFF-BI-10001097,OfficeSupply,Binders,Avery Hole Reinforcements,1.869,1,0.7,-1.3083
5481,CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,San Diego,California,TEC-PH-10001336,Tech,Phones,Digium D40 VoIP phone,103.192,1,0.2,11.6091
5482,CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,San Diego,California,TEC-AC-10002305,technologies,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,6.48
5483,CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,San Diego,California,TEC-AC-10003610,technologies,Accessories,Logitech Illuminated - Keyboard,239.96,4,0,115.1808
5484,CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,San Diego,California,OFF-ST-10002301,OfficeSupply,Storage,Tennsco Commercial Shelving,40.68,2,,
5485,CA-2017-148999,01/30/2017,02-04-2017,Standard Class,EB-13870,Miami,Florida,FUR-CH-10002044,Furni,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4,0.2,-68.1096
5486,CA-2014-107573,12-12-2014,12/17/2014,Standard Class,PB-19150,Miami,Florida,OFF-EN-10001099,OfficeSupply,Envelopes,Staple envelope,23.472,3,0.2,7.6284
5487,CA-2015-156608,10/24/2015,10/29/2015,Standard Class,MT-18070,San Antonio,Texas,OFF-BI-10004140,OfficeSupply,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286
5488,CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Jacksonville,Florida,TEC-PH-10004897,Tech,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943
5489,CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Jacksonville,Florida,OFF-LA-10000262,OfficeSupply,Labels,Avery 494,6.264,3,0.2,2.04
5490,CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Jacksonville,Florida,OFF-AP-10002222,OfficeSupply,Appliances,Staple holder,20.808,3,0.2,1.8207
5491,CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Jacksonville,Florida,FUR-CH-10003774,Furni,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058
5492,CA-2017-164098,01/26/2017,01/27/2017,First Class,CG-12520,Houston,Texas,OFF-ST-10000615,OfficeSupply,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816
5493,CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,San Francisco,California,OFF-SU-10001225,OfficeSupply,Supplies,Staple remover,7.36,2,0,0.1472
5494,CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,San Francisco,California,OFF-LA-10002043,OfficeSupply,Labels,Avery 489,0,4,0,0
5495,CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,San Francisco,California,FUR-BO-10000330,Furni,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392
5496,CA-2015-113523,09-04-2015,09-08-2015,Standard Class,SC-20440,Philadelphia,Pennsylvania,OFF-BI-10001249,OfficeSupply,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,0.7,-6.1248
5497,CA-2017-117821,06-12-2017,06/16/2017,Standard Class,HG-15025,Marion,Ohio,TEC-AC-10004469,Tech,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,,19.176
5498,CA-2017-164378,07/15/2017,07/18/2017,Second Class,MM-18055,New York City,New York,OFF-AR-10001177,OfficeSupply,Art,Newell 349,6.56,2,0,1.9024
5499,CA-2017-164378,07/15/2017,07/18/2017,Second Class,MM-18055,New York City,New York,OFF-LA-10000634,OfficeSupply,Labels,Avery 509,7.83,3,0,3.6
5500,CA-2017-164378,07/15/2017,07/18/2017,Second Class,MM-18055,New York City,New York,TEC-AC-10004708,Tech,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.799
5501,CA-2017-164378,07/15/2017,07/18/2017,Second Class,MM-18055,New York City,New York,FUR-CH-10002084,Furni,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528
5502,CA-2017-164378,07/15/2017,07/18/2017,Second Class,MM-18055,New York City,New York,OFF-PA-10004519,OfficeSupply,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0,4.3904
5503,CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Philadelphia,Pennsylvania,FUR-FU-10001847,Furni,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.2,0.6624
5504,CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Philadelphia,Pennsylvania,OFF-AP-10001962,OfficeSupply,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3,0.2,1.2585
5505,CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Philadelphia,Pennsylvania,OFF-EN-10003845,OfficeSupply,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782
5506,CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Philadelphia,Pennsylvania,TEC-PH-10001817,Tech,Phones,Wilson Electronics DB Pro Signal Booster,859.2,4,0.4,-186.16
5507,US-2016-162026,10-08-2016,10-08-2016,Same Day,JE-15745,Los Angeles,California,OFF-PA-10000167,OfficeSupply,Paper,Xerox 1925,61.96,2,,27.882
5508,CA-2016-150000,04-08-2016,04/14/2016,Standard Class,PG-18820,Smyrna,Georgia,OFF-EN-10002973,OfficeSupply,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,0,8.6016
5509,CA-2015-168529,10-08-2015,10-12-2015,Standard Class,MB-17305,San Francisco,California,FUR-FU-10001588,Furni,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.737
5510,US-2017-152569,05/15/2017,05/20/2017,Standard Class,JD-16015,Chicago,Illinois,OFF-PA-10001736,OfficeSupply,Paper,Xerox 1880,56.704,2,0.2,19.1376
5511,US-2017-152569,05/15/2017,05/20/2017,Standard Class,JD-16015,Chicago,Illinois,TEC-PH-10002185,technologies,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2,0.2,3.475
5512,US-2014-137680,02/24/2014,03-02-2014,Standard Class,JH-15430,Medford,Oregon,OFF-PA-10000174,OfficeSupply,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024
5513,US-2014-137680,02/24/2014,03-02-2014,Standard Class,JH-15430,Medford,Oregon,OFF-PA-10000069,OfficeSupply,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3,0.2,7.6869
5514,CA-2015-103177,05/30/2015,06-01-2015,First Class,EN-13780,New York City,New York,TEC-PH-10001795,Tech,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3,0,2.3997
5515,CA-2015-103177,05/30/2015,06-01-2015,First Class,EN-13780,New York City,New York,OFF-AP-10004540,OfficeSupply,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.8896
5516,CA-2015-103177,05/30/2015,06-01-2015,First Class,EN-13780,New York City,New York,TEC-PH-10001527,Tech,Phones,Plantronics MX500i Earset,0,3,0,0
5517,US-2016-138408,11/18/2016,11/21/2016,Second Class,KC-16255,Huntsville,Alabama,TEC-AC-10003870,technologies,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0,527.984
5518,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Philadelphia,Pennsylvania,FUR-CH-10004540,Furni,Chairs,Global Chrome Stack Chair,239.96,10,0.3,-10.284
5519,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Philadelphia,Pennsylvania,FUR-FU-10004093,Furni,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2,0.2,6.85
5520,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Philadelphia,Pennsylvania,OFF-AR-10000716,OfficeSupply,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806
5521,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Philadelphia,Pennsylvania,OFF-PA-10002709,OfficeSupply,Paper,Xerox 1956,23.92,5,0.2,8.67
5522,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Philadelphia,Pennsylvania,TEC-AC-10000580,Tech,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,4,0.2,-28.7964
5523,CA-2016-110982,06-05-2016,06-07-2016,First Class,CK-12205,Santa Clara,California,OFF-BI-10000829,OfficeSupply,Binders,Avery Non-Stick Binders,21.552,6,0.2,7.0044
5524,CA-2016-110982,06-05-2016,06-07-2016,First Class,CK-12205,Santa Clara,California,OFF-AP-10004859,OfficeSupply,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,0,15.7248
5525,CA-2016-147123,12-10-2016,12-12-2016,First Class,SJ-20125,Long Beach,California,OFF-PA-10000575,OfficeSupply,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0,36.9288
5526,CA-2017-154501,04/30/2017,05-05-2017,Standard Class,EA-14035,Los Angeles,California,OFF-AR-10002804,OfficeSupply,Art,Faber Castell Col-Erase Pencils,9.78,2,0,4.0098
5527,CA-2017-166933,04/24/2017,04/28/2017,Standard Class,MG-17890,Santa Barbara,California,OFF-FA-10002676,OfficeSupply,Fasteners,Colored Push Pins,1.81,1,0,0.6516
5528,CA-2015-142055,05-08-2015,05-10-2015,First Class,AB-10255,New York City,New York,OFF-PA-10003465,OfficeSupply,Paper,Xerox 1912,37.94,2,0,18.2112
5529,CA-2015-137106,03/31/2015,04-04-2015,Standard Class,SC-20260,Jacksonville,Florida,TEC-PH-10000011,Tech,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.99
5530,CA-2017-136609,08-06-2017,08-11-2017,Standard Class,TB-21355,Cedar Hill,Texas,OFF-PA-10004381,OfficeSupply,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.3536
5531,CA-2017-160885,12-02-2017,12-06-2017,Standard Class,JK-16090,Omaha,Nebraska,TEC-PH-10001795,technologies,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,4,,743.988
5532,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,TEC-AC-10001109,technologies,Accessories,Logitech Trackman Marble Mouse,179.94,6,0,75.5748
5533,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,TEC-AC-10003038,technologies,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,,
5534,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,TEC-AC-10003174,technologies,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0,129.348
5535,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,OFF-PA-10000157,OfficeSupply,Paper,Xerox 191,59.94,3,0,
5536,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,OFF-BI-10001721,OfficeSupply,Binders,Trimflex Flexible Post Binders,64.14,3,0,30.7872
5537,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,OFF-BI-10000591,OfficeSupply,Binders,Avery Binder Labels,11.67,3,0,5.6016
5538,US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Little Rock,Arkansas,OFF-PA-10001534,OfficeSupply,Paper,Xerox 230,12.96,2,0,
5539,CA-2015-120551,04/13/2015,04/20/2015,Standard Class,SS-20590,Norfolk,Nebraska,OFF-BI-10002071,OfficeSupply,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0,8.0178
5540,US-2017-150595,05/22/2017,05/26/2017,Standard Class,LE-16810,Chicago,Illinois,FUR-CH-10000513,Furni,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958
5541,US-2017-150595,05/22/2017,05/26/2017,Standard Class,LE-16810,Chicago,Illinois,OFF-BI-10003274,OfficeSupply,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2,0.8,-2.6268
5542,US-2017-150595,05/22/2017,05/26/2017,Standard Class,LE-16810,Chicago,Illinois,OFF-SU-10000381,OfficeSupply,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2,2.5137
5543,CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Tucson,Arizona,FUR-TA-10001086,Furni,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.8656
5544,CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Tucson,Arizona,OFF-BI-10000174,OfficeSupply,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6,0.7,-7.656
5545,CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Tucson,Arizona,OFF-BI-10002103,OfficeSupply,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,
5546,CA-2017-102967,09/22/2017,09/26/2017,Standard Class,MG-17890,Concord,New Hampshire,OFF-ST-10001590,OfficeSupply,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0,17.524
5547,CA-2017-151008,09-07-2017,09-08-2017,First Class,JM-16195,Draper,Utah,FUR-FU-10002396,Furni,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2,0,10.57
5548,CA-2017-151008,09-07-2017,09-08-2017,First Class,JM-16195,Draper,Utah,TEC-PH-10002807,technologies,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2,47.46
5549,CA-2014-159800,11/28/2014,12-01-2014,First Class,SG-20470,San Francisco,California,OFF-AP-10004859,OfficeSupply,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0,11.7936
5550,CA-2014-159800,11/28/2014,12-01-2014,First Class,SG-20470,San Francisco,California,TEC-AC-10003447,technologies,Accessories,Micropad Numeric Keypads,139.93,7,0,34.9825
5551,US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Houston,Texas,OFF-AR-10003183,OfficeSupply,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2,0.334
5552,US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Houston,Texas,OFF-SU-10000432,OfficeSupply,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2,-3.123
5553,US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Houston,Texas,TEC-AC-10003832,technologies,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,,20.87
5554,US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Houston,Texas,OFF-PA-10004100,OfficeSupply,Paper,Xerox 216,36.288,7,0.2,12.7008
5555,US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Houston,Texas,FUR-BO-10004467,Furni,Bookcases,Bestar Classic Bookcase,67.9932,1,0.32,-12.9987
5556,CA-2017-116113,10-02-2017,10-06-2017,Second Class,JW-15220,Montgomery,Alabama,FUR-FU-10002963,Furni,Furnishings,"Master Caster Door Stop, Gray",10.16,2,0,3.4544
5557,CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495,Jackson,Mississippi,FUR-FU-10003829,Furni,Furnishings,Stackable Trays,6.16,2,0,1.9712
5558,CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495,Jackson,Mississippi,OFF-AR-10003582,OfficeSupply,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0,15.764
5559,US-2015-114741,12-06-2015,12-10-2015,Standard Class,IL-15100,North Las Vegas,Nevada,OFF-PA-10000048,OfficeSupply,Paper,Xerox 20,6.48,1,0,3.1104
5560,US-2015-114741,12-06-2015,12-10-2015,Standard Class,IL-15100,North Las Vegas,Nevada,OFF-ST-10000078,OfficeSupply,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,
5561,US-2015-114741,12-06-2015,12-10-2015,Standard Class,IL-15100,North Las Vegas,Nevada,OFF-LA-10004853,OfficeSupply,Labels,Avery 483,14.94,3,0,6.8724
5562,CA-2017-133263,03/31/2017,04-02-2017,Second Class,JE-15610,Atlanta,Georgia,OFF-BI-10001153,OfficeSupply,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0,17.27
