order_id,order_date,ship_date,ship_mode,customer_id,state,product_id,category,sub_category,sales,quantity,discount,profit
US-2015-925080,2015-09-14,2015-09-16,Second Class,TS-21655,Colorado,TEC-CO-10002313,Technology,Copiers,0.01,7,0.5,-0.0012
CA-2015-517640,2015-09-03,2015-09-03,Same Day,AS-10285,Connecticut,TEC-AC-10000682,Technology,Accessories,962.3543,3,0.5,-458.9811
US-2014-850102,2014-01-08,2014-01-14,Standard Class,EH-14125,Maryland,TEC-MA-10004125,Technology,Machines,904.9639,2,0,219.8251
CA-2014-144778,2017-06-27,2017-06-28,Standard Class,AB-10150,California,TEC-PH-10001795,Technology,Phones,50.5074,9,0.3,1.0719
CA-2015-726152,2015-08-02,2015-08-04,First Class,LB-16735,Massachusetts,TEC-CO-10001449,Technology,Copiers,0.01,1,0.8,-0.01
CA-2017-476947,2014-07-07,2014-07-09,Second Class,SR-20740,Texas,TEC-AC-10003198,Technology,Accessories,0.01,12,0.7,-0.0078
US-2014-338542,2017-02-09,2017-02-14,First Class,KH-16630,Texas,TEC-AC-10002217,Technology,Accessories,858.0258,6,0.2,114.3789
CA-2015-727915,2014-10-21,2014-10-23,Same Day,CP-12340,Texas,TEC-PH-10004614,Technology,Phones,244.7225,9,0.6,-86.5313
US-2015-766880,2017-08-15,2017-08-18,Same Day,MD-17860,Illinois,TEC-PH-10003437,Technology,Phones,433.4808,9,0.7,-106.7025
US-2015-348209,2014-04-09,2014-04-16,Second Class,RK-19300,Florida,TEC-MA-10004002,Technology,Machines,485.1019,6,0.15,185.55
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,California,OFF-ST-10002370,Office Supply,Storage,21.39,1,0,6.2031
US-2017-140907,2017-12-10,2017-12-12,Second Class,BP-11185,Washington,OFF-ST-10000060,Office Supply,Storage,324.9,5,0,38.988
CA-2017-147333,2017-12-14,2017-12-20,Standard Class,KL-16555,Arkansas,TEC-AC-10003038,Technology,Accessories,44.75,5,0,8.5025
CA-2017-108791,2017-07-27,2017-07-31,Standard Class,TM-21490,New York,TEC-PH-10002660,Technology,Phones,543.92,8,0,
US-2016-153129,2016-12-26,2016-12-30,Standard Class,FP-14320,Washington,OFF-PA-10003673,Office Supply,Paper,33.9,5,0,15.594
CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,Ohio,OFF-PA-10001639,Office Supply,Paper,31.104,6,0.2,10.8864
CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,Ohio,OFF-AR-10003829,Office Supply,Art,5.248,2,0.2,0.5904
CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,Rhode Island,OFF-BI-10004364,Office Supply,Binders,29.7,5,0,13.365
CA-2017-128160,2017-12-19,2017-12-24,Second Class,MM-17920,California,OFF-BI-10001510,Office Supply,Binders,36.672,2,0.2,11.46
CA-2017-117695,2017-08-05,2017-08-08,First Class,PW-19030,Kentucky,OFF-PA-10002713,Office Supply,Paper,13.76,2,0,6.3296
CA-2015-166135,2015-10-01,2015-10-06,Standard Class,SC-20440,Colorado,OFF-ST-10002974,Office Supply,Storage,139.424,4,0.2,17.428
CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Illinois,OFF-ST-10004804,Office Supply,Storage,164.736,4,0.2,-39.1248
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,California,FUR-CH-10003817,Furniture,Chairs,340.144,7,0.2,21.259
CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,New York,OFF-AR-10003514,Office Supply,Art,19.9,5,0,6.567
CA-2017-147452,2017-09-30,2017-10-03,First Class,CS-11845,Washington,OFF-PA-10004039,Office Supply,Paper,167.94,3,0,82.2906
CA-2017-147452,2017-09-30,2017-10-03,First Class,CS-11845,Washington,OFF-AP-10001626,Office Supply,Appliances,3.89,1,0,1.0114
CA-2017-144484,2017-09-11,2017-09-11,Same Day,CB-12025,California,OFF-AP-10004487,Office Supply,Appliances,406.6,5,0,
US-2016-158309,2016-11-26,2016-11-29,First Class,PA-19060,Florida,OFF-BI-10000145,Office Supply,Binders,3.744,4,0.7,-2.6208
US-2017-140907,2017-12-10,2017-12-12,Second Class,BP-11185,Washington,OFF-AR-10000799,Office Supply,Art,18.24,3,0,5.2896
CA-2016-157868,2016-12-23,2016-12-29,Standard Class,MC-17590,Michigan,OFF-FA-10000992,Office Supply,Fasteners,24.85,7,0,11.6795
CA-2016-155474,2016-07-08,2016-07-14,Standard Class,CC-12220,Washington,OFF-BI-10004209,Office Supply,Binders,19.296,3,0.2,6.03
CA-2015-155453,2015-08-09,2015-08-14,Standard Class,RA-19885,Florida,OFF-LA-10001613,Office Supply,Labels,4.608,2,0.2,1.6704
US-2016-161844,2016-12-09,2016-12-14,Second Class,DK-12835,Tennessee,OFF-BI-10003712,Office Supply,Binders,2.946,2,0.7,-2.0622
US-2017-357418,2015-11-15,2015-11-21,Second Class,AG-10270,Arizona,FUR-FU-10003832,Furniture,Furnishings,1332.986,2,0.32,-148.9882
US-2017-456206,2016-09-28,2016-10-05,First Class,AH-10030,California,FUR-FU-10001473,Furniture,Furnishings,888.2031,14,0,279.0224
US-2015-468189,2015-11-07,2015-11-08,First Class,NP-18700,Utah,FUR-FU-10002253,Furniture,Furnishings,905.3393,7,0.5,-317.1726
US-2014-527399,2016-05-07,2016-05-12,Second Class,TW-21025,Texas,FUR-TA-10001889,Furniture,Tables,517.5671,7,0.7,
US-2014-838081,2016-12-02,2016-12-03,Same Day,BP-11290,South Carolina,FUR-BO-10003441,Furniture,Bookcases,38809,6,0.1,38.16
US-2017-835731,2014-11-21,2014-11-27,Same Day,DL-12925,Wisconsin,FUR-CH-10000229,Furniture,Chairs,0.01,14,0.4,-0.0072
US-2017-386833,2017-10-05,2017-10-08,Same Day,DW-13480,Massachusetts,FUR-FU-10002456,Furniture,Furnishings,801.0794,1,0.4,-432.2585
CA-2015-759425,2016-05-31,2016-06-04,First Class,KB-16240,California,FUR-TA-10000688,Furniture,Tables,0.01,10,0.15,-0.0019
CA-2014-503442,2015-05-31,2015-05-31,Standard Class,VG-21790,Idaho,FUR-FU-10000576,Furniture,Furnishings,0.01,1,0.15,0.0006
CA-2014-159681,2014-12-07,2014-12-13,Standard Class,PO-18850,Virginia,OFF-PA-10003641,Office Supply,Paper,105.52,4,0,48.5392
CA-2017-152709,2017-10-07,2017-10-12,Standard Class,DB-13210,Michigan,OFF-ST-10001837,Office Supply,Storage,85.52,2,0,22.24
US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,California,FUR-FU-10003026,Furniture,Furnishings,14.52,3,0,5.6628
CA-2015-120320,2015-03-05,2015-03-09,Standard Class,MV-18190,Texas,TEC-PH-10000149,Technology,Phones,31.92,2,0.2,2.394
CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,New York,TEC-AC-10002018,Technology,Accessories,13.98,2,0,6.01
CA-2016-123932,2016-09-06,2016-09-12,Standard Class,YC-21895,Texas,TEC-PH-10002447,Technology,Phones,329.584,2,0.2,37.0782
CA-2014-150490,2014-08-05,2014-08-11,Standard Class,SS-20590,California,TEC-AC-10004510,Technology,Accessories,16.36,1,0,1.636
US-2014-168501,2014-11-21,2014-11-27,Standard Class,JK-15325,Texas,TEC-PH-10004922,Technology,Phones,267.96,5,0.2,16.7475
CA-2015-112053,2015-10-11,2015-10-13,Second Class,SH-20395,New York,TEC-AC-10002550,Technology,Accessories,31.95,1,0,2.2365
US-2014-112564,2014-04-23,2014-04-24,First Class,TS-21160,Pennsylvania,OFF-BI-10004876,Office Supply,Binders,2.502,3,0.7,-1.7514
US-2015-160150,2015-07-19,2015-07-20,First Class,TS-21085,Arizona,OFF-BI-10004352,Office Supply,Binders,2.025,1,0.7,
CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Alabama,OFF-BI-10000666,Office Supply,Binders,91.68,3,0,
CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Alabama,OFF-BI-10004352,Office Supply,Binders,33.75,5,0,16.875
CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,Georgia,OFF-BI-10000977,Office Supply,Binders,91.2,3,0,41.952
CA-2016-123722,2016-09-25,2016-10-01,Standard Class,NH-18610,Texas,OFF-LA-10001569,Office Supply,Labels,15.936,4,0.2,5.1792
US-2014-157389,2015-03-08,2015-03-15,Standard Class,CC-12550,Indiana,FUR-FU-10000222,Furniture,Furnishings,0.01,8,0.4,-0.0022
US-2014-943575,2014-08-14,2014-08-18,Second Class,JE-16165,Arizona,FUR-FU-10002508,Furniture,Furnishings,0.01,14,0.1,0.0035
US-2017-941955,2014-12-15,2014-12-16,Second Class,TB-21520,California,FUR-FU-10000308,Furniture,Furnishings,0.01,10,0.15,-0.0013
CA-2016-300230,2016-11-07,2016-11-08,Second Class,GM-14440,California,TEC-PH-10000562,Technology,Phones,0.01,6,0.32,0.0011
CA-2016-769426,2017-05-21,2017-05-28,First Class,JE-15745,New Hampshire,TEC-PH-10002496,Technology,Phones,275.6084,7,0.5,0.485
US-2014-323367,2016-04-06,2016-04-11,Same Day,VB-21745,Florida,TEC-MA-10001856,Technology,Machines,293.8892,12,0.2,3.5237
CA-2016-439245,2017-01-07,2017-01-12,Standard Class,WB-21850,California,TEC-AC-10000927,Technology,Accessories,383.4684,2,0.32,56.2757
US-2014-770340,2014-10-23,2014-10-24,First Class,JA-15970,California,TEC-PH-10001619,Technology,Phones,0.01,13,0.32,0
US-2014-356160,2014-06-12,2014-06-17,First Class,FC-14245,North Carolina,TEC-AC-10002217,Technology,Accessories,781.0475,9,0.8,-579.5784
CA-2017-713741,2016-12-12,2016-12-14,Standard Class,BK-11260,Ohio,TEC-AC-10002323,Technology,Accessories,582.8415,10,0.2,234.4309
CA-2017-723168,2016-03-01,2016-03-04,Second Class,HG-14965,Nebraska,TEC-PH-10001336,Technology,Phones,772.6138,2,0,304.0294
CA-2017-882238,2016-01-13,2016-01-15,First Class,SM-20905,Washington,TEC-MA-10000597,Technology,Machines,435.5567,1,0.4,-106.8146
US-2015-108966,2015-10-11,2015-10-18,Standard Class,SO-20335,Florida,OFF-ST-10000760,Office Supply,Storage,22.368,2,0.2,2.5164
CA-2015-119907,2015-12-01,2015-12-08,Standard Class,LC-17140,Washington,OFF-BI-10001765,Office Supply,Binders,55.424,2,0.2,
US-2016-104794,2016-12-16,2016-12-19,First Class,KD-16495,New York,OFF-FA-10001754,Office Supply,Fasteners,3.68,2,0,1.8032
US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,New York,FUR-CH-10001973,Furniture,Chairs,199.764,2,0.1,8.8784
US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,New York,FUR-BO-10004834,Furniture,Bookcases,4228.704,6,0.2,158.5764
US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,New York,FUR-BO-10002213,Furniture,Bookcases,2003.92,5,0.2,-25.049
CA-2016-130288,2016-11-26,2016-11-30,Second Class,DK-13225,New York,FUR-TA-10002958,Furniture,Tables,313.176,2,0.4,-120.0508
US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,Alabama,FUR-TA-10001086,Furniture,Tables,1215.92,8,0,316.14
CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,Arkansas,FUR-FU-10002107,Furniture,Furnishings,8.92,4,0,3.9248
US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,Pennsylvania,FUR-BO-10001519,Furniture,Bookcases,87.21,3,0.5,-45.3492
CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,Washington,FUR-FU-10000221,Furniture,Furnishings,25.4,5,0,8.64
CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,California,FUR-FU-10000771,Furniture,Furnishings,6.28,1,0,2.6376
CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Pennsylvania,FUR-FU-10000409,Furniture,Furnishings,23.968,2,0.2,7.7896
CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Pennsylvania,FUR-BO-10002545,Furniture,Bookcases,521.96,4,0.5,-250.5408
CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,California,FUR-CH-10003746,Furniture,Chairs,770.352,3,0.2,77.0352
CA-2017-150602,2017-02-09,2017-02-14,Second Class,ML-17395,California,FUR-FU-10003142,Furniture,Furnishings,21.12,4,0,6.5472
CA-2017-158071,2017-06-10,2017-06-15,Standard Class,BD-11320,Washington,TEC-PH-10002923,Technology,Phones,88.776,3,0.2,7.7679
CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,Pennsylvania,TEC-PH-10001760,Technology,Phones,358.2,3,0.4,41.79
CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,California,TEC-PH-10001924,Technology,Phones,167.976,3,0.2,10.5
CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,California,TEC-AC-10004864,Technology,Accessories,109.53,3,0,47.0979
CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,Washington,TEC-AC-10000303,Technology,Accessories,79.98,2,0,26.3934
CA-2016-107790,2016-11-20,2016-11-24,Standard Class,EH-13990,Texas,TEC-PH-10004539,Technology,Phones,151.192,1,0.2,13.2293
US-2016-162103,2016-11-13,2016-11-17,Standard Class,LB-16795,Illinois,OFF-BI-10000285,Office Supply,Binders,3.136,2,0.8,-4.704
CA-2014-140662,2014-11-17,2014-11-19,First Class,TS-21205,California,OFF-PA-10003395,Office Supply,Paper,733.95,7,0,352.296
CA-2014-140662,2014-11-17,2014-11-19,First Class,TS-21205,California,OFF-AP-10001242,Office Supply,Appliances,241.44,3,0,72.43
CA-2017-134152,2017-05-27,2017-05-31,Standard Class,RP-19855,Washington,TEC-AC-10004510,Technology,Accessories,98.16,6,0,9.816
CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,Pennsylvania,TEC-PH-10000673,Technology,Phones,545.916,14,0.4,72.7888
CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,Washington,TEC-AC-10000158,Technology,Accessories,71.98,2,0,15.1158
US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,California,TEC-AC-10003399,Technology,Accessories,36.24,1,0,15.2208
CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Michigan,OFF-BI-10003982,Office Supply,Binders,41.54,2,0,19.5238
CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Michigan,OFF-PA-10001293,Office Supply,Paper,12.96,2,0,6.2208
US-2015-161466,2015-09-24,2015-09-27,Second Class,ON-18715,Pennsylvania,OFF-AR-10000634,Office Supply,Art,6.848,2,0.2,0.5992
CA-2017-164959,2017-07-11,2017-07-15,Standard Class,KN-16390,California,OFF-LA-10004272,Office Supply,Labels,8.67,3,0,4.0749
CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,New York,OFF-AR-10003770,Office Supply,Art,17.28,6,0,5.0112
US-2017-104955,2017-03-19,2017-03-24,Standard Class,CG-12040,New York,OFF-LA-10003121,Office Supply,Labels,28.91,7,0,13.2986
CA-2016-121958,2016-11-13,2016-11-17,Standard Class,CS-12505,North Carolina,OFF-SU-10000381,Office Supply,Supplies,52.136,7,0.2,5.8653
CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,California,FUR-FU-10003577,Furniture,Furnishings,43.02,3,0,15.4872
CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,New York,FUR-BO-10001811,Furniture,Bookcases,240.784,1,0.2,30.098
CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Oklahoma,FUR-TA-10001039,Furniture,Tables,429.9,5,0,111.774
CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Oklahoma,FUR-CH-10004698,Furniture,Chairs,161.96,2,0,45.35
CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Mississippi,FUR-FU-10001185,Furniture,Furnishings,185.58,6,0,76.0878
CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Mississippi,FUR-BO-10003546,Furniture,Bookcases,504.9,5,0,126.225
US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,California,FUR-CH-10003396,Furniture,Chairs,184.752,3,0.2,
CA-2016-122518,2016-03-04,2016-03-08,Second Class,RF-19345,Florida,OFF-LA-10001641,Office Supply,Labels,10.08,4,0.2,3.528
US-2014-126571,2014-10-11,2014-10-15,Standard Class,JF-15565,Pennsylvania,OFF-ST-10003816,Office Supply,Storage,281.904,2,0.2,10.5714
US-2014-126571,2014-10-11,2014-10-15,Standard Class,JF-15565,Pennsylvania,OFF-EN-10002230,Office Supply,Envelopes,201.432,3,0.2,67.9833
CA-2014-115980,2014-07-15,2014-07-19,Standard Class,VW-21775,South Dakota,OFF-FA-10000304,Office Supply,Fasteners,6.54,3,0,2.6814
CA-2017-116358,2017-11-02,2017-11-06,Standard Class,KM-16225,Kansas,OFF-FA-10003495,Office Supply,Fasteners,18.24,3,0,9.12
CA-2017-116358,2017-11-02,2017-11-06,Standard Class,KM-16225,Kansas,OFF-AR-10004685,Office Supply,Art,27.78,6,0,9.1674
CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Virginia,OFF-AR-10004757,Office Supply,Art,22.96,7,0,7.5768
CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Virginia,OFF-PA-10003349,Office Supply,Paper,12.96,2,0,
CA-2016-897824,2017-09-14,2017-09-14,Standard Class,JW-15955,Massachusetts,FUR-FU-10004712,Furniture,Furnishings,897.1667,11,0.6,-350.3676
US-2016-618568,2016-02-01,2016-02-05,Second Class,SA-20830,Florida,FUR-BO-10002824,Furniture,Bookcases,0.01,12,0.3,-0.0001
CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Ohio,FUR-CH-10003298,Furniture,Chairs,458.43,5,0.3,-137.529
CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Ohio,FUR-TA-10003008,Furniture,Tables,328.59,3,0.4,-147.8655
US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Idaho,FUR-CH-10001708,Furniture,Chairs,338.352,3,0.2,4.2294
CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Arizona,FUR-FU-10002553,Furniture,Furnishings,87.96,3,0.2,7.7
US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Pennsylvania,TEC-AC-10003289,Technology,Accessories,31.984,2,0.2,1.1994
CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,California,TEC-AC-10000892,Technology,Accessories,270,3,0,97.2
US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,New York,TEC-AC-10002800,Technology,Accessories,249.95,5,0,87.4825
US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Kansas,TEC-AC-10001542,Technology,Accessories,57.4,5,0,10.906
US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Illinois,TEC-PH-10004188,Technology,Phones,39.984,2,0.2,-8.9964
US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,Ohio,FUR-CH-10004698,Furniture,Chairs,396.802,7,0.3,-11.3372
CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Texas,TEC-PH-10002103,Technology,Phones,150.384,2,0.2,15.0384
US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Pennsylvania,TEC-PH-10002789,Technology,Phones,280.782,3,0.4,-60.8361
CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,California,TEC-AC-10003870,Technology,Accessories,1649.95,5,0,659.98
CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,New York,TEC-AC-10003198,Technology,Accessories,99.6,1,0,
US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,New York,TEC-PH-10003442,Technology,Phones,33,6,0,8.25
US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,California,OFF-PA-10002262,Office Supply,Paper,25.92,4,0,12.4416
US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,California,OFF-PA-10002464,Office Supply,Paper,40.46,7,0,19.8254
US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,California,OFF-ST-10002214,Office Supply,Storage,33.87,3,0,8.8062
CA-2017-101210,2017-08-25,2017-08-28,Second Class,DW-13540,Tennessee,OFF-AR-10003560,Office Supply,Art,9.728,2,0.2,1.7024
CA-2014-119032,2014-11-27,2014-12-03,Standard Class,MS-17770,New York,OFF-FA-10003021,Office Supply,Fasteners,3.76,2,0,1.316
CA-2014-136280,2014-11-29,2014-12-06,Standard Class,Co-12640,Pennsylvania,OFF-LA-10000452,Office Supply,Labels,5.04,2,0.2,1.764
CA-2017-151911,2017-04-30,2017-05-05,Second Class,DL-13495,New York,OFF-EN-10002986,Office Supply,Envelopes,62.96,4,0,28.332
CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,California,FUR-FU-10000747,Furniture,Furnishings,91.96,2,0,15.6332
US-2017-152492,2017-07-06,2017-07-06,Same Day,AH-10585,Florida,FUR-CH-10000155,Furniture,Chairs,239.24,1,0.2,23.924
CA-2016-101168,2016-12-25,2017-01-01,Standard Class,SS-20140,New Hampshire,FUR-FU-10003142,Furniture,Furnishings,21.12,4,0,6.5472
CA-2015-130253,2015-12-14,2015-12-18,Standard Class,PP-18955,California,FUR-FU-10002963,Furniture,Furnishings,15.24,3,0,5.1816
CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Kentucky,FUR-FU-10003347,Furniture,Furnishings,42.6,3,0,16.614
CA-2016-117912,2016-02-04,2016-02-08,Standard Class,TB-21520,Arizona,FUR-FU-10002088,Furniture,Furnishings,14.368,2,0.2,3.9512
CA-2017-145702,2017-05-19,2017-05-24,Second Class,AH-10075,Tennessee,FUR-CH-10001482,Furniture,Chairs,314.352,3,0.2,-35.3646
CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,California,TEC-PH-10001336,Technology,Phones,103.192,1,0.2,11.6091
CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Florida,TEC-PH-10004897,Technology,Phones,23.976,3,0.2,-5.6943
CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,New York,TEC-AC-10004708,Technology,Accessories,41.9,2,0,8.799
CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Pennsylvania,TEC-PH-10001817,Technology,Phones,859.2,4,0.4,-186.16
CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,California,TEC-AC-10002305,Technology,Accessories,36,2,0,6.48
CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,California,TEC-AC-10003610,Technology,Accessories,239.96,4,0,115.1808
US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,Illinois,TEC-PH-10002185,Technology,Phones,11.12,2,0.2,3.475
CA-2017-166436,2017-11-24,2017-11-28,Standard Class,TS-21370,New York,OFF-PA-10001838,Office Supply,Paper,5.88,1,0,2.8812
CA-2014-123925,2014-12-17,2014-12-19,Second Class,RF-19840,Georgia,OFF-AR-10002952,Office Supply,Art,40.05,3,0,
CA-2017-152485,2017-09-04,2017-09-08,Standard Class,JD-15790,Texas,OFF-AR-10003759,Office Supply,Art,10.192,7,0.2,3.185
CA-2015-949623,2014-05-27,2014-05-30,Second Class,BB-10990,California,FUR-FU-10000087,Furniture,Furnishings,617.8433,5,0.3,-24.6478
US-2017-281581,2016-02-24,2016-02-28,Second Class,JH-15430,Virginia,FUR-FU-10003424,Furniture,Furnishings,0.01,8,0.2,0
US-2016-651299,2014-04-13,2014-04-16,First Class,Dp-13240,North Carolina,FUR-FU-10001867,Furniture,Furnishings,223.3391,12,0.2,-7.3667
US-2017-680252,2015-03-03,2015-03-04,Same Day,DM-13525,New Jersey,FUR-CH-10004675,Furniture,Chairs,0.01,11,0,
CA-2015-342928,2017-11-15,2017-11-18,Same Day,PF-19165,Texas,TEC-AC-10004001,Technology,Accessories,0.01,10,0.7,-0.0024
US-2014-840212,2016-03-14,2016-03-16,Second Class,PS-18970,Ohio,TEC-MA-10000488,Technology,Machines,0.01,2,0.3,0
CA-2016-886815,2016-03-13,2016-03-17,First Class,BK-11260,Wisconsin,TEC-PH-10000675,Technology,Phones,1331.3194,9,0.4,-232.4227
CA-2017-329905,2014-06-21,2014-06-26,Same Day,JK-15625,Nevada,TEC-PH-10001944,Technology,Phones,400.1762,8,0.5,-268.4125
US-2015-733847,2015-12-02,2015-12-02,First Class,TG-21310,Missouri,TEC-PH-10002170,Technology,Phones,0.01,1,0.6,-0.0044
CA-2014-305814,2015-12-07,2015-12-14,First Class,TS-21505,Kansas,TEC-PH-10001425,Technology,Phones,705.2387,3,0.5,-230.6899
CA-2017-152485,2017-09-04,2017-09-08,Standard Class,JD-15790,Texas,OFF-ST-10004950,Office Supply,Storage,16.784,1,0.2,-0.21
CA-2017-152485,2017-09-04,2017-09-08,Standard Class,JD-15790,Texas,OFF-AR-10001940,Office Supply,Art,13.12,5,0.2,3.772
CA-2016-141586,2016-10-17,2016-10-20,First Class,NK-18490,California,OFF-BI-10003981,Office Supply,Binders,18.16,5,0.2,6.58
CA-2017-130386,2017-11-12,2017-11-18,Standard Class,NG-18430,Texas,OFF-PA-10002749,Office Supply,Paper,16.056,3,0.2,5.82
CA-2017-130386,2017-11-12,2017-11-18,Standard Class,NG-18430,Texas,OFF-PA-10003823,Office Supply,Paper,223.056,9,0.2,69.705
CA-2017-130386,2017-11-12,2017-11-18,Standard Class,NG-18430,Texas,OFF-ST-10003716,Office Supply,Storage,540.048,3,0.2,-47.2542
CA-2015-153388,2015-08-01,2015-08-07,Standard Class,PC-19000,California,OFF-AR-10001868,Office Supply,Art,6.72,4,0,3.36
CA-2017-108294,2017-12-10,2017-12-10,Same Day,LS-16975,Nebraska,OFF-BI-10004965,Office Supply,Binders,34.5,3,0,15.525
CA-2015-113215,2015-09-03,2015-09-08,Standard Class,CP-12085,Arizona,FUR-FU-10002937,Furniture,Furnishings,238.152,3,0.2,89.307
CA-2016-154662,2016-06-09,2016-06-16,Standard Class,BF-11215,Minnesota,FUR-TA-10001771,Furniture,Tables,692.94,3,0,173.235
CA-2016-124016,2016-09-23,2016-09-26,Second Class,JS-15940,Ohio,FUR-FU-10004963,Furniture,Furnishings,28,4,0.2,7.7
CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,California,FUR-CH-10000225,Furniture,Chairs,518.272,8,0.2,-97.176
CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,California,FUR-FU-10002191,Furniture,Furnishings,6.98,1,0,3.35
CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,New York,FUR-FU-10004864,Furniture,Furnishings,191.82,3,0,61.3824
US-2014-165589,2014-02-18,2014-02-18,Same Day,TB-21595,Texas,FUR-FU-10002396,Furniture,Furnishings,25.16,5,0.6,-11.322
CA-2015-114048,2015-12-14,2015-12-18,Standard Class,EH-13945,California,FUR-FU-10004351,Furniture,Furnishings,29.22,3,0,12.8568
CA-2017-100111,2017-09-20,2017-09-26,Standard Class,SV-20365,New York,FUR-CH-10003846,Furniture,Chairs,272.646,3,0.1,18.1764
CA-2017-100111,2017-09-20,2017-09-26,Standard Class,SV-20365,New York,FUR-CH-10003061,Furniture,Chairs,80.991,1,0.1,8.1
CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,New York,TEC-PH-10001795,Technology,Phones,239.97,3,0,2.3997
CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,New York,TEC-PH-10001527,Technology,Phones,0,3,0,0
